SA2,SA2 NAME,2014-15,2015-16,2016-17,2017-18,2018-19,2014-15,2015-16,2016-17,2017-18,2018-19,2014-15,2015-16,2016-17,2017-18,2018-19,2014-15,2015-16,2016-17,2017-18,2018-19,2014-15,2015-16,2016-17,2017-18,2018-19
311031318,Munruben - Park Ridge South,2731,2814,2795,2811,2805,45,45,45,46,46,150303240,155321592,158664688,163572256,163318408,47313,48660,50270,51685,52827,55036,55196,56767,58190,58224
311031319,Regents Park - Heritage Park,9010,9085,9195,9393,9440,40,40,40,40,40,466628977,479973244,489141588,511040063,526193044,48206,48896,49453,50935,51893,51790,52831,53196,54406,55741
311041320,Greenbank,7128,7158,7511,7971,8600,42,43,43,43,42,415522500,419432548,447544970,489472659,540277209,51158,51406,51787,53468,55000,58294,58596,59585,61407,62823
311041321,Jimboomba,12444,13672,15569,16553,17561,41,40,39,39,39,685682790,766692963,873917208,951464064,1024795235,48397,50038,50603,51909,52915,55101,56078,56132,57480,58356
311041322,Logan Village,3834,3922,4330,4498,4761,43,44,43,43,44,210762185,219675053,248926327,263039334,286537249,46634,48510,49578,50223,52201,54972,56011,57489,58479,60184
311051323,Bethania - Waterford,4752,4920,5313,5568,5673,38,38,38,38,38,234518058,246720065,268135699,285763503,298353344,45935,47209,47029,48683,49735,49351,50146,50468,51322,52592
311051324,Cornubia - Carbrook,5368,5403,5615,5719,5747,44,44,44,44,44,320817588,336556145,362587963,378587212,392613662,48322,50873,51947,53134,54655,59765,62291,64575,66198,68316
311051325,Loganholme - Tanah Merah,6430,6310,6441,6543,6679,39,40,39,40,40,340330006,340114730,353452752,366588396,382052781,47796,49146,50575,52021,53007,52928,53901,54875,56028,57202
311051326,Loganlea,4928,4985,5080,5289,5479,37,37,37,37,37,231564609,238293397,242394422,258635022,266962849,43206,44372,44527,45114,45981,46990,47802,47715,48901,48725
311051327,Shailer Park,7337,7306,7486,7575,7563,43,43,43,43,43,435943166,444244421,455079736,469741329,478436971,51066,52525,52978,53527,54942,59417,60805,60791,62012,63260
311051328,Waterford West,3447,3385,3397,3469,3550,39,39,39,38,39,160754291,161307239,163764248,171383749,173544453,42761,44512,45292,46776,47360,46636,47654,48208,49404,48886
311061329,Daisy Hill,3934,3891,3986,4046,4095,42,42,42,42,42,238137884,240933996,248182117,253762342,262574742,49762,50981,53241,52722,54520,60533,61921,62263,62719,64121
311061330,Kingston (Qldnp),4196,4237,4261,4376,4423,37,37,38,37,37,175812952,179310786,183840187,191858222,196812255,40586,41042,42032,42769,43536,41900,42320,43145,43843,44497
311061331,Logan Central,2276,2278,2351,2499,2518,38,38,37,38,38,90792161,89391640,94211487,103815001,106872462,39340,38160,39239,39848,41647,39891,39241,40073,41543,42443
311061332,Rochedale South - Priestdale,9059,9035,9148,9323,9328,41,41,41,41,41,495003193,509963575,519561573,541288539,553598499,48680,50395,50398,52074,53549,54642,56443,56795,58059,59348
311061333,Slacks Creek,4954,4884,4931,4978,5037,38,39,39,38,39,228599764,230779258,234266955,241563326,249170112,43058,44681,44933,45461,46198,46144,47252,47509,48526,49468
311061334,Springwood,5666,5712,5684,5808,5850,42,42,42,42,42,311752586,315409248,318837861,332340136,344256072,48622,49378,50203,50943,52139,55022,55219,56094,57221,58847
311061335,Underwood,3653,3709,3711,3817,3965,38,38,39,39,39,202740133,205091590,206633586,214792337,227807324,46644,46806,46959,47766,48568,55500,55296,55681,56273,57455
311061336,Woodridge,4918,5040,5035,5203,5232,37,37,37,37,37,199272227,204751191,204911138,220224584,221045680,39624,38908,39319,40800,41004,40519,40625,40697,42326,42249
312011337,Bowen,5581,4975,5351,5448,5605,41,42,42,43,42,284635980,255397078,277379231,300418105,315149642,36848,37342,38694,41791,43053,51001,51336,51837,55143,56227
312011338,Broadsound - Nebo,4019,3597,3675,3815,3868,40,40,40,41,41,326652788,290492011,297609090,303383331,319359499,65428,67109,65180,67252,70523,81277,80760,80982,79524,82565
312011339,Clermont,2046,1993,2030,2126,2146,41,41,41,41,41,140697575,131314245,151274963,159027161,143182945,53230,53472,56257,55927,55266,68767,65888,74520,74801,66721
312011340,Collinsville,1731,1530,1723,1769,1808,44,45,45,45,45,96298367,86586133,99649493,106802341,111736266,43082,45918,45129,48893,48696,55632,56592,57835,60374,61801
312011341,Moranbah,4809,4690,4716,4995,5096,36,36,37,37,37,463546521,433037438,422027971,462545042,496266450,81466,79881,78831,80726,88459,96391,92332,89489,92602,97384
312021342,Andergrove - Beaconsfield,8499,8230,8262,8640,8933,39,40,41,40,40,555560325,523688994,521311884,565140330,610745968,53759,53002,53182,55591,57456,65368,63632,63098,65410,68370
312021343,East Mackay,2084,1971,2047,2199,2203,43,43,44,43,43,138073992,127898234,137739602,152191054,159726650,54468,53928,55793,56763,60094,66254,64890,67289,69209,72504
312021344,Eimeo - Rural View,7043,6817,7301,7558,7880,39,39,39,39,39,531022501,505321644,533969180,579555039,627477042,59461,58583,58640,62025,64215,75397,74127,73136,76681,79629
312021345,Eungella Hinterland,np,np,np,np,5,np,np,np,np,44,np,np,np,np,236181,np,np,np,np,62923,np,np,np,np,47236
312021346,Mackay,3110,3048,2450,2500,2440,41,43,41,41,41,191591427,190339382,145410827,155939407,152664266,48691,49219,49195,51678,50802,61605,62447,59351,62376,62567
312021347,Mackay Harbour,304,292,332,342,323,50,48,50,51,52,28486596,27783920,30365267,34089319,33682047,67282,71020,74999,71871,79603,93706,95150,91462,99676,104279
312021348,Mount Pleasant - Glenella,6617,6395,6566,6841,7097,43,44,44,44,44,491516206,460493242,476328829,526732284,567304480,55478,55258,57037,60628,63249,74281,72008,72545,76996,79936
312021349,North Mackay,3497,3265,3289,3471,3608,42,43,42,41,41,212642670,197056460,194076059,212700956,232690092,48373,48232,49305,51335,52585,60807,60354,59008,61279,64493
312021350,Ooralea - Bakers Creek,3143,3142,3215,3341,3467,39,39,39,39,39,221413116,210323430,218196327,239574846,258952155,57128,54561,57541,60778,62684,70446,66939,67868,71708,74691
312021351,Pioneer Valley,4641,4275,4615,4852,5003,41,41,42,41,41,305693264,274365634,299642010,329688966,351334523,52696,52687,54306,55671,58392,65868,64179,64928,67949,70225
312021352,Sarina,6565,6211,6389,6550,6714,44,45,45,45,45,442680759,399509571,410855083,438960877,465160444,52131,51526,52241,54830,57349,67430,64323,64307,67017,69282
312021353,Seaforth - Calen,4635,4445,4555,4688,4825,47,47,48,48,48,286624621,266431778,279462344,300436479,320168695,47035,46719,48924,50488,53516,61839,59940,61353,64086,66356
312021354,Shoal Point - Bucasia,3378,3197,3293,3453,3571,41,42,42,42,42,235373825,219526849,224913151,245527419,262538168,55388,55580,56338,59407,59836,69678,68667,68300,71106,73520
312021355,Slade Point,1868,1785,1866,1939,1969,44,45,45,44,44,119765002,108637243,113925763,122710915,131059712,50856,49365,50289,53210,56250,64114,60861,61053,63286,66562
312021356,South Mackay,3996,3804,3787,3956,4045,41,42,42,41,41,237145895,221179410,219918964,242691844,253934674,51111,50092,50801,53641,55782,59346,58144,58072,61348,62777
312021357,Walkerston - Eton,5050,4964,5010,5158,5259,43,43,44,44,44,331516753,319588745,327719031,350541251,369106994,54046,52479,54541,56272,58244,65647,64381,65413,67961,70186
312021358,West Mackay,3446,3393,3410,3489,3622,43,43,43,43,43,219385147,218815121,220182766,235693254,256927269,53054,53720,54130,57117,59649,63664,64490,64570,67553,70935
312031359,Airlie - Whitsundays,7634,7680,8261,8549,8748,38,38,38,38,39,409558007,406035825,437145561,485536144,506793550,42170,42595,42626,46620,47440,53649,52869,52917,56794,57933
312031360,Cape Conway,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
312031361,Proserpine,4785,4618,4917,5003,5106,46,46,46,46,46,258254012,244260611,269012771,282027466,296128289,43126,43275,45114,46576,48307,53972,52893,54711,56372,57996
313011362,Beachmere - Sandstone Point,6970,7055,7376,7739,7936,47,48,48,48,48,331492618,344450772,364631404,392308451,414122530,39660,40876,41139,42249,43957,47560,48824,49435,50692,52183
313011363,Bribie Island,8169,8159,8659,8922,9168,54,54,54,55,55,383560565,388959138,420137096,448368605,464316708,34911,35856,36614,37556,38476,46953,47672,48520,50254,50645
313021364,Burpengary - East,2266,2333,2673,2942,3284,44,44,43,42,41,130889439,139448319,157823749,178589931,206477036,47826,49314,49568,50800,54752,57762,59772,59044,60704,62874
313021365,Caboolture,11992,12386,13118,13510,14278,38,39,38,38,39,563054575,563289864,608552171,651332756,702088344,39688,40162,41128,42658,43688,46953,45478,46391,48211,49173
313021366,Caboolture - South,9273,9378,9661,10097,10664,36,37,37,37,37,412332753,420130412,435570781,463430797,497657366,40467,41125,41785,42431,43284,44466,44800,45085,45898,46667
313021367,Elimbah,2321,2350,2387,2525,2649,43,43,44,44,44,121091090,124650631,130219307,137312885,153750923,44608,44942,47289,46865,48631,52172,53043,54554,54381,58041
313021368,Morayfield - East,4058,4284,4562,4663,5032,38,37,37,38,37,187089610,198938649,210866005,225629559,246185853,42919,43534,43353,45705,46681,46104,46438,46222,48387,48924
313021369,Wamuran,2438,2461,2468,2525,2548,44,44,44,45,45,126858907,131016167,129198123,136216889,143708649,42476,43113,43954,45466,47642,52034,53237,52349,53947,56401
313031370,Kilcoy,2699,2811,2901,3008,3184,44,44,44,44,43,121839786,130373547,138088569,145795544,160502384,38083,40190,42017,42891,45935,45143,46380,47600,48469,50409
313031371,Woodford - D'Aguilar,3610,3692,3884,3921,4113,45,45,45,46,46,180729205,183199738,196753545,204923916,219305324,41251,42112,43470,44312,46575,50063,49621,50657,52263,53320
313041372,Burpengary,7638,7809,8027,8313,8723,43,42,42,42,42,397117201,412693400,431291143,456313518,483724357,45495,46487,47258,48736,49313,51992,52848,53730,54892,55454
313041373,Deception Bay,9818,9867,10199,10437,10748,42,42,42,42,42,469702925,479146774,497796277,524573945,544915930,43167,43929,44559,45764,46504,47841,48561,48808,50261,50699
313041374,Morayfield,2942,2982,3036,3183,3326,46,47,46,45,45,164560130,167754729,173290787,184668203,185534465,46035,45773,48014,48255,49566,55935,56256,57079,58017,55783
313041375,Narangba,10024,10364,10814,11207,11653,41,41,41,41,41,576666614,608477140,636780522,672283646,715983351,50149,51359,52446,53701,55030,57529,58711,58885,59988,61442
313041376,Upper Caboolture,1743,1807,1850,1886,1906,45,45,46,46,46,98500203,105188415,108740060,112033489,115637037,46317,47183,48725,48060,49963,56512,58212,58778,59403,60670
313051377,Clontarf,4505,4385,4549,4607,4636,44,44,45,45,45,240040263,238597583,248006776,251901109,261588382,46622,47580,47914,48710,50229,53283,54412,54519,54678,56425
313051378,Margate - Woody Point,5946,6063,6282,6319,6453,45,46,46,47,47,326268851,333669587,351731343,360460497,379712596,46005,46867,47815,48887,50230,54872,55034,55990,57044,58843
313051379,Redcliffe,5027,5191,5204,5331,5441,47,47,48,48,49,257133915,265735363,383360546,283267317,294226813,43990,43421,44470,46193,46705,51151,51192,73667,53136,54076
313051380,Rothwell - Kippa-Ring,8289,8248,8266,8453,8669,42,43,43,43,43,398922827,406701544,407860238,422614158,441611973,42961,43820,43793,44985,46314,48127,49309,49342,49996,50942
313051542,Scarborough - Newport - Moreton Island,7260,7208,7455,7765,8144,49,50,50,50,50,449639106,465205119,480112210,514546055,546655959,46564,48444,48635,49811,51348,61934,64540,64401,66265,67124
314011382,Albany Creek,9933,9904,10046,10108,10241,45,45,45,45,45,629271753,643769362,662586093,676250878,704339107,52255,53447,54728,55940,57571,63352,65001,65955,66903,68776
314011383,Cashmere,10935,11384,11983,12232,12429,41,41,40,41,41,702028486,739337515,782430006,811121837,849536157,55271,55132,56116,57605,59353,64200,64945,65295,66311,68351
314011384,Dayboro,5026,5048,5194,5284,5444,46,46,46,47,47,315486508,325923219,341023908,348417792,368046779,48930,51503,52366,53315,53761,62771,64565,65657,65938,67606
314011385,Eatons Hill,4986,4927,5100,5163,5152,43,44,44,44,44,335971784,343120947,353565731,364016369,377994111,56368,57836,57913,59842,60668,67383,69641,69327,70505,73368
314011386,The Hills District,14389,14234,14526,14889,15019,42,43,42,42,43,901994570,904205495,937534158,977117253,1023195986,53879,54911,56128,57445,59942,62686,63524,64542,65627,68127
314011387,Samford Valley,7234,7338,7728,7891,8011,47,47,47,47,48,557782687,573923187,600456364,616099296,658902254,54455,54685,54881,55795,59207,77106,78212,77699,78076,82250
314021388,Dakabin - Kallangur,12177,12623,13463,13843,14463,39,38,38,38,38,614249639,641360612,691859618,740468430,780495622,46694,47247,47423,49099,49676,50443,50809,51390,53490,53965
314021389,Murrumba Downs - Griffin,9085,9775,10803,11657,12432,38,38,37,37,37,540094225,581950689,636983370,701036313,763516144,52288,52344,52061,53253,54371,59449,59535,58964,60139,61415
314021390,North Lakes - Mango Hill,15034,16313,18145,19385,20714,39,39,39,39,39,923407081,1011589050,1117019841,1223321429,1334154911,52535,52748,53064,54014,55047,61421,62011,61561,63107,64408
314031391,Bray Park,5651,5552,5568,5642,5704,39,39,40,40,40,291978930,291658116,301048610,306683320,314891806,47508,48237,48737,49638,50757,51669,52532,54068,54357,55205
314031392,Lawnton,3198,3191,3387,3537,3662,40,40,39,39,39,160214498,162772216,173484688,190477022,202891088,46281,46336,47451,50191,51898,50098,51010,51221,53853,55404
314031393,Petrie,5124,5100,5066,5106,5224,42,42,42,42,43,281473340,288049385,284379474,296489535,310096502,48475,50041,50315,52294,53480,54932,56480,56135,58067,59360
314031394,Strathpine - Brendale,6566,6775,6884,7101,7185,40,40,40,40,40,320145217,336919494,351612196,365135299,380295474,45107,45769,46654,47171,48394,48758,49730,51077,51420,52929
315011395,Aurukun,271,202,333,352,365,39,41,38,40,41,9275222,8027665,12499692,13503847,14097557,25864,27998,27359,23591,24529,34226,39741,37537,38363,38623
315011396,Cape York,2806,2757,3198,3254,3210,42,42,42,42,43,126409923,123150797,172353703,154110352,160959780,35213,36166,36954,39848,40183,45050,44668,53894,47360,50143
315011397,Croydon - Etheridge,591,550,597,604,589,45,45,45,46,45,18314601,11839097,30088810,27464414,27436435,33481,33378,37842,38279,40464,30989,21526,50400,45471,46581
315011398,Kowanyama - Pormpuraaw,523,559,617,585,607,41,41,40,40,41,15506152,17811409,19703150,20426245,22457811,20895,22415,22140,25757,27037,29648,31863,31934,34917,36998
315011399,Northern Peninsula,775,760,881,893,1007,38,38,38,37,37,34895334,33577058,39255561,41509779,49025633,39662,38831,38242,40097,42692,45026,44180,44558,46484,48685
315011400,Tablelands,2684,2636,2842,2801,2907,47,47,47,47,47,113655284,115134334,125111717,125484496,136121761,33518,35187,35908,37104,38435,42345,43678,44022,44800,46826
315011401,Torres,1672,1636,1803,1812,1753,40,39,39,40,39,97031179,100320142,111482767,114121012,116028727,50339,53597,53423,55445,57163,58033,61320,61832,62981,66189
315011402,Torres Strait Islands,575,347,970,1023,1149,39,38,38,38,39,23822152,13479713,39835034,44913505,51868308,37213,33227,35813,39708,40922,41430,38846,41067,43904,45142
315011403,Weipa,1903,1843,2196,2346,2438,38,38,37,37,37,164370153,162603432,186455012,214884199,226019606,80358,81123,77792,82097,88472,86374,88228,84907,91596,92707
315021404,Carpentaria,1751,1626,1842,1956,1924,40,40,40,40,40,84242382,78176210,88753824,95935900,100132925,39374,39288,40527,42165,43387,48111,48079,48183,49047,52044
315021405,Mount Isa,10929,10166,10474,10665,10851,37,37,37,37,37,850483960,789659764,815497788,843881131,869040334,69000,69419,68045,69736,71338,77819,77677,77859,79126,80089
315021406,Mount Isa Region,1820,1726,1779,1789,1768,39,39,38,38,38,122171859,118574836,126041526,128756701,128586188,56101,58206,59037,58695,60508,67127,68699,70850,71971,72730
315021407,Northern Highlands,2002,1574,1993,1972,1929,44,45,44,44,44,80753661,75554013,118800665,99782205,89590482,40266,42752,46386,45102,47882,40336,48001,59609,50599,46444
315031408,Barcaldine - Blackall,2825,2456,2772,2793,2699,46,46,46,46,47,135160877,126807491,161474447,146429769,134985889,41549,43728,45673,44011,45175,47845,51632,58252,52427,50013
315031409,Charleville,2561,2454,2478,2425,2445,42,43,43,43,43,119911524,128539480,141079350,123285841,120700818,42544,44138,46873,46169,47243,46822,52380,56933,50840,49366
315031410,Far Central West,1234,924,1229,1227,1228,44,44,45,43,44,58495824,47461368,67562676,65683061,68079396,44006,46094,46756,48126,49576,47403,51365,54974,53531,55439
315031411,Far South West,1512,1437,1440,1455,1402,46,47,46,46,46,68040502,66578848,72580066,68532842,60561087,39933,40984,43811,43303,43349,45000,46332,50403,47102,43196
315031412,Longreach,2390,2207,2312,2320,2263,44,44,44,44,44,118825683,106469332,116941987,125278054,127848581,42627,43982,45211,49644,51923,49718,48242,50580,53999,56495
316011413,Buderim - North,10101,10117,10566,10691,10868,49,49,48,48,48,582640799,590792382,624396159,645296185,675145154,41270,42720,43481,43735,45600,57681,58396,59095,60359,62122
316011414,Buderim - South,9908,10027,10481,10646,10916,45,46,46,46,46,602057816,615256270,647180678,684276360,716184050,42937,43852,44837,46126,47219,60765,61360,61748,64275,65609
316011415,Mountain Creek,5971,6525,6916,7201,7393,40,40,40,40,41,323308723,352563601,378311964,402189265,425194856,43808,44144,45464,46514,48227,54146,54033,54701,55852,57513
316011416,Sippy Downs,4761,5057,5379,5570,5678,40,40,40,39,39,226471050,246159321,259300098,270799388,286536519,39356,40483,40095,40860,42861,47568,48677,48206,48617,50464
316021417,Aroona - Currimundi,5614,5641,5833,5872,5924,44,45,45,45,45,277021661,280309083,296174371,304224666,322691591,40934,41499,42762,43592,45063,49345,49691,50776,51809,54472
316021418,Buddina - Minyama,4214,4258,4364,4438,4503,46,46,46,47,47,270369030,277408492,290776181,312463096,336577093,42475,44301,46033,46005,48448,64160,65150,66631,70406,74745
